年周,开始日期,项目/车型,产品编码,产品名称,单位,单车用量,星期日,星期一,星期二,星期三,星期四,星期五,星期六,计划量,完成量,完成率,属性
2026_11,2026-03-08,PMA1,500109-00562-10-03,PMA1前梁（国际）,个,1,120.0,120.0,120.0,120.0,120.0,1.0,1.0,602,685.0,114.0,本厂
2026_11,2026-03-08,C01,500109-00249-01-02,C01右边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,150.0,156,,,本厂
2026_11,2026-03-08,C01,500109-00249-01-01,C01左边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,140.0,146,,,本厂
2026_11,2026-03-08,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,,,,,,,,0,,,本厂
2026_11,2026-03-08,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,,,,,,,,0,,,本厂
2026_11,2026-03-08,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,160.0,160.0,160.0,160.0,1.0,1.0,1.0,643,681.0,106.0,本厂
2026_11,2026-03-08,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,160.0,160.0,160.0,160.0,1.0,1.0,1.0,643,629.0,98.0,本厂
2026_11,2026-03-08,AWT-87.3(E16),500110-00799-01-02,AWT87.3-横梁01,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,1274.0,140.0,本厂
2026_11,2026-03-08,AWT-87.3(E16),500110-00799-01-03,AWT87.3-横梁02,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,735.0,81.0,本厂
2026_11,2026-03-08,025AC,10062035-0-11,025AC右边梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,897.0,107.0,本厂
2026_11,2026-03-08,025AC,10062035-0-03,025AC左边梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,841.0,100.0,本厂
2026_10,2026-03-01,小卡三代,500104-00518-01-05-B,小卡三代-后膨胀梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,188.0,21.0,本厂
2026_10,2026-03-01,小卡三代,500104-00518-01-03-C,小卡三代-前边框梁,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,785.0,51.0,本厂
2026_10,2026-03-01,小卡三代,500104-00518-01-010-02-C,小卡三代-右边框,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,901.0,76.0,本厂
2026_10,2026-03-01,小卡三代,500104-00518-01-010-01-C,小卡三代-左边框,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,795.0,67.0,本厂
2026_10,2026-03-01,SEA1/EF1E,500109-00276-10-01-11-R,SEA1两侧梁-右,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,485.0,69.0,本厂
2026_10,2026-03-01,SEA1/EF1E,500109-00276-10-01-11-L,SEA1两侧梁-左,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,374.0,53.0,本厂
2026_10,2026-03-01,SEA1/EF1E,500109-00406-10-07,SEA1前补强梁,个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,166.0,13.0,本厂
2026_10,2026-03-01,SEA1/EF1E,500109-00406-10-03,SEA1前梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,341.0,41.0,本厂
2026_10,2026-03-01,C01,500109-00249-01-02,C01右边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,150.0,156,417.0,267.0,本厂
2026_10,2026-03-01,C01,500109-00249-01-01,C01左边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,140.0,146,578.0,396.0,本厂
2026_10,2026-03-01,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,,,,,,,,0,,,本厂
2026_10,2026-03-01,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,,,,,,,,0,,,本厂
2026_10,2026-03-01,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,861.0,14350.0,本厂
2026_10,2026-03-01,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,821.0,13683.0,本厂
2026_10,2026-03-01,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,270.0,270.0,270.0,270.0,270.0,270.0,270.0,1890,,,本厂
2026_10,2026-03-01,37KWH,500109-00515-01-06,37KWH前梁,个,1,220.0,220.0,220.0,220.0,220.0,1.0,1.0,1102,,,本厂
2026_09,2026-02-22,小卡三代,500104-00518-01-05-B,小卡三代-后膨胀梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,608.0,67.0,本厂
2026_09,2026-02-22,小卡三代,500104-00518-01-03-C,小卡三代-前边框梁,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,302.0,20.0,本厂
2026_09,2026-02-22,小卡三代,500104-00518-01-010-02-C,小卡三代-右边框,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,502.0,42.0,本厂
2026_09,2026-02-22,小卡三代,500104-00518-01-010-01-C,小卡三代-左边框,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,764.0,64.0,本厂
2026_09,2026-02-22,面板,C33-006,面板C33-006,个,1,45.0,45.0,45.0,45.0,,,,180,,,本厂
2026_09,2026-02-22,极氪门槛,6608267564,亮达-极氪右下门槛,个,1,1.0,1.0,1.0,1.0,1.0,1.0,,6,,,本厂
2026_09,2026-02-22,极氪门槛,6608267565,亮达-极氪左下门槛,个,1,1.0,1.0,1.0,1.0,1.0,1.0,,6,,,本厂
2026_09,2026-02-22,SEA1/EF1E,500109-00276-10-01-11-R,SEA1两侧梁-右,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,422.0,60.0,本厂
2026_09,2026-02-22,SEA1/EF1E,500109-00276-10-01-11-L,SEA1两侧梁-左,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,463.0,66.0,本厂
2026_09,2026-02-22,SEA1/EF1E,500109-00406-10-07,SEA1前补强梁,个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,717.0,57.0,本厂
2026_09,2026-02-22,SEA1/EF1E,500109-00406-10-03,SEA1前梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,489.0,58.0,本厂
2026_09,2026-02-22,C01,500109-00249-01-02,C01右边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,150.0,156,27.0,17.0,本厂
2026_09,2026-02-22,C01,500109-00249-01-01,C01左边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,140.0,146,50.0,34.0,本厂
2026_09,2026-02-22,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,,,,,,,,0,,,本厂
2026_09,2026-02-22,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,,,,,,,,0,,,本厂
2026_09,2026-02-22,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,,,,,,,,0,,,本厂
2026_09,2026-02-22,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,,,,,,,,0,,,本厂
2026_09,2026-02-22,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,270.0,270.0,270.0,270.0,270.0,270.0,270.0,1890,383.0,20.0,本厂
2026_09,2026-02-22,37KWH,500109-00515-01-06,37KWH前梁,个,1,220.0,220.0,220.0,220.0,220.0,1.0,1.0,1102,,,本厂
2026_08,2026-02-15,小卡三代,500104-00518-01-05-B,小卡三代-后膨胀梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,,,本厂
2026_08,2026-02-15,小卡三代,500104-00518-01-03-C,小卡三代-前边框梁,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,,,本厂
2026_08,2026-02-15,小卡三代,500104-00518-01-010-02-C,小卡三代-右边框,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,,,本厂
2026_08,2026-02-15,小卡三代,500104-00518-01-010-01-C,小卡三代-左边框,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,,,本厂
2026_08,2026-02-15,面板,C33-006,面板C33-006,个,1,45.0,45.0,45.0,45.0,,,,180,,,本厂
2026_08,2026-02-15,极氪门槛,6608267564,亮达-极氪右下门槛,个,1,1.0,1.0,1.0,1.0,1.0,1.0,,6,,,本厂
2026_08,2026-02-15,极氪门槛,6608267565,亮达-极氪左下门槛,个,1,1.0,1.0,1.0,1.0,1.0,1.0,,6,,,本厂
2026_08,2026-02-15,SEA1/EF1E,500109-00276-10-01-11-R,SEA1两侧梁-右,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,,,本厂
2026_08,2026-02-15,SEA1/EF1E,500109-00276-10-01-11-L,SEA1两侧梁-左,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,,,本厂
2026_08,2026-02-15,SEA1/EF1E,500109-00406-10-07,SEA1前补强梁,个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,,,本厂
2026_08,2026-02-15,SEA1/EF1E,500109-00406-10-03,SEA1前梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,,,本厂
2026_08,2026-02-15,C01,500109-00249-01-02,C01右边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,150.0,156,,,本厂
2026_08,2026-02-15,C01,500109-00249-01-01,C01左边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,140.0,146,,,本厂
2026_08,2026-02-15,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,,,,,,,,0,,,本厂
2026_08,2026-02-15,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,,,,,,,,0,,,本厂
2026_08,2026-02-15,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,,,,,,,,0,,,本厂
2026_08,2026-02-15,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,,,,,,,,0,,,本厂
2026_08,2026-02-15,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,270.0,270.0,270.0,270.0,270.0,270.0,270.0,1890,,,本厂
2026_08,2026-02-15,37KWH,500109-00515-01-06,37KWH前梁,个,1,220.0,220.0,220.0,220.0,220.0,1.0,1.0,1102,,,本厂
2026_07,2026-02-08,小卡三代,500104-00518-01-05-B,小卡三代-后膨胀梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,664.0,73.0,本厂
2026_07,2026-02-08,小卡三代,500104-00518-01-03-C,小卡三代-前边框梁,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,491.0,32.0,本厂
2026_07,2026-02-08,小卡三代,500104-00518-01-010-02-C,小卡三代-右边框,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,863.0,73.0,本厂
2026_07,2026-02-08,小卡三代,500104-00518-01-010-01-C,小卡三代-左边框,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,895.0,75.0,本厂
2026_07,2026-02-08,面板,C33-006,面板C33-006,个,1,45.0,45.0,45.0,45.0,,,,180,,,本厂
2026_07,2026-02-08,极氪门槛,6608267564,亮达-极氪右下门槛,个,1,1.0,1.0,1.0,1.0,1.0,1.0,,6,155.0,2583.0,本厂
2026_07,2026-02-08,极氪门槛,6608267565,亮达-极氪左下门槛,个,1,1.0,1.0,1.0,1.0,1.0,1.0,,6,79.0,1317.0,本厂
2026_07,2026-02-08,SEA1/EF1E,500109-00276-10-01-11-R,SEA1两侧梁-右,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,477.0,68.0,本厂
2026_07,2026-02-08,SEA1/EF1E,500109-00276-10-01-11-L,SEA1两侧梁-左,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,492.0,70.0,本厂
2026_07,2026-02-08,SEA1/EF1E,500109-00406-10-07,SEA1前补强梁,个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,865.0,69.0,本厂
2026_07,2026-02-08,SEA1/EF1E,500109-00406-10-03,SEA1前梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,611.0,73.0,本厂
2026_07,2026-02-08,C01,500109-00249-01-02,C01右边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,150.0,156,,,本厂
2026_07,2026-02-08,C01,500109-00249-01-01,C01左边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,140.0,146,,,本厂
2026_07,2026-02-08,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,,,,,,,,0,,,本厂
2026_07,2026-02-08,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,,,,,,,,0,,,本厂
2026_07,2026-02-08,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,,,,,,,,0,,,本厂
2026_07,2026-02-08,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,,,,,,,,0,,,本厂
2026_07,2026-02-08,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,270.0,270.0,270.0,270.0,270.0,270.0,270.0,1890,1436.0,76.0,本厂
2026_07,2026-02-08,37KWH,500109-00515-01-06,37KWH前梁,个,1,220.0,220.0,220.0,220.0,220.0,1.0,1.0,1102,50.0,5.0,本厂
2026_06,2026-02-01,小卡三代,500104-00518-01-05-B,小卡三代-后膨胀梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,1041.0,114.0,本厂
2026_06,2026-02-01,小卡三代,500104-00518-01-03-C,小卡三代-前边框梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,1330.0,146.0,本厂
2026_06,2026-02-01,小卡三代,500104-00518-01-010-02-C,小卡三代-右边框,个,1,120.0,120.0,170.0,170.0,170.0,170.0,170.0,1090,1325.0,122.0,本厂
2026_06,2026-02-01,小卡三代,500104-00518-01-010-01-C,小卡三代-左边框,个,1,120.0,120.0,170.0,170.0,170.0,170.0,170.0,1090,1142.0,105.0,本厂
2026_06,2026-02-01,面板,C33-006,面板C33-006,个,1,45.0,45.0,45.0,45.0,45.0,45.0,45.0,315,176.0,56.0,本厂
2026_06,2026-02-01,极氪门槛,6608267564,亮达-极氪右下门槛,个,1,1.0,1.0,1.0,1.0,1.0,1.0,,6,219.0,3650.0,本厂
2026_06,2026-02-01,极氪门槛,6608267565,亮达-极氪左下门槛,个,1,1.0,1.0,1.0,1.0,1.0,1.0,,6,292.0,4867.0,本厂
2026_06,2026-02-01,SEA1/EF1E,500109-00276-10-01-11-R,SEA1两侧梁-右,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,661.0,94.0,本厂
2026_06,2026-02-01,SEA1/EF1E,500109-00276-10-01-11-L,SEA1两侧梁-左,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,860.0,123.0,本厂
2026_06,2026-02-01,SEA1/EF1E,500109-00364-10-07,SEA1前补强梁,个,1,1.0,1.0,180.0,200.0,200.0,200.0,200.0,982,90.0,9.0,本厂
2026_06,2026-02-01,SEA1/EF1E,500109-00406-10-03,SEA1前梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,800.0,95.0,本厂
2026_06,2026-02-01,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,282.0,27.0,本厂
2026_06,2026-02-01,C01,500109-00249-01-01,C01左边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,372.0,38.0,本厂
2026_06,2026-02-01,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,,,,,,,,0,,,本厂
2026_06,2026-02-01,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,,,,,,,,0,,,本厂
2026_06,2026-02-01,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,,,,,,,,0,,,本厂
2026_06,2026-02-01,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,,,,,,,,0,,,本厂
2026_06,2026-02-01,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,270.0,270.0,270.0,270.0,270.0,270.0,270.0,1890,2448.0,130.0,本厂
2026_05,2026-01-25,面板,C33-006,面板C33-006,个,1,45.0,45.0,45.0,45.0,45.0,45.0,45.0,315,466.0,148.0,本厂
2026_05,2026-01-25,极氪门槛,6608267564,亮达-极氪右下门槛,个,1,1.0,1.0,1.0,1.0,1.0,1.0,,6,4.0,67.0,本厂
2026_05,2026-01-25,极氪门槛,6608267565,亮达-极氪左下门槛,个,1,1.0,1.0,1.0,1.0,1.0,1.0,,6,49.0,817.0,本厂
2026_05,2026-01-25,SEA1/EF1E,500109-00276-10-01-11-R,SEA1两侧梁-右,个,1,1.0,1.0,1.0,1.0,100.0,100.0,100.0,304,714.0,235.0,本厂
2026_05,2026-01-25,SEA1/EF1E,500109-00276-10-01-11-L,SEA1两侧梁-左,个,1,1.0,1.0,1.0,1.0,100.0,100.0,100.0,304,741.0,244.0,本厂
2026_05,2026-01-25,SEA1/EF1E,500109-00364-10-07,SEA1前补强梁,个,1,1.0,,,,1.0,1.0,180.0,183,366.0,200.0,本厂
2026_05,2026-01-25,SEA1/EF1E,500109-00406-10-03,SEA1前梁,个,1,60.0,60.0,60.0,60.0,60.0,60.0,60.0,420,585.0,139.0,本厂
2026_05,2026-01-25,E12,500109-00381-01-03,E12后边框,个,1,1.0,1.0,1.0,1.0,1.0,,,5,348.0,6960.0,本厂
2026_05,2026-01-25,E12,500109-00381-01-02,E12前边框,个,1,1.0,1.0,1.0,1.0,1.0,,,5,429.0,8580.0,本厂
2026_05,2026-01-25,C01,500109-00249-01-02,C01右边框,个,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,560,947.0,169.0,本厂
2026_05,2026-01-25,C01,500109-00249-01-01,C01左边框,个,1,70.0,70.0,70.0,70.0,70.0,70.0,70.0,490,681.0,139.0,本厂
2026_05,2026-01-25,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,,,,,,,,0,,,本厂
2026_05,2026-01-25,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,,,,,,,,0,4.0,,本厂
2026_05,2026-01-25,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,,,,,,,,0,,,本厂
2026_05,2026-01-25,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,,,,,,,,0,,,本厂
2026_05,2026-01-25,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,140.0,260.0,260.0,100.0,,,,760,2068.0,272.0,本厂
2026_04,2026-01-18,面板,C33-006,面板C33-006,个,1,1.0,1.0,45.0,45.0,45.0,45.0,45.0,227,272.0,120.0,本厂
2026_04,2026-01-18,SEA1/EF1E,500604-00169-002,SEA1底护板-01(宽),个,1,,1.0,428.0,,,,,429,907.0,211.0,本厂
2026_04,2026-01-18,SEA1/EF1E,500604-00169-007,SEA1底护板-06(窄),个,1,,,,,,,,0,101.0,,本厂
2026_04,2026-01-18,SEA1/EF1E,500109-00276/293-10-05,SEA1横梁(公用),个,1,,,,,,,,0,191.0,,本厂
2026_04,2026-01-18,SEA1/EF1E,500109-00276-10-01-11-R,SEA1两侧梁-右,个,1,,1.0,1.0,1.0,100.0,100.0,100.0,303,564.0,186.0,本厂
2026_04,2026-01-18,SEA1/EF1E,500109-00276-10-01-11-L,SEA1两侧梁-左,个,1,,1.0,1.0,1.0,100.0,100.0,100.0,303,468.0,154.0,本厂
2026_04,2026-01-18,SEA1/EF1E,500109-00364-10-07,SEA1前补强梁,个,1,,,,,1.0,1.0,180.0,182,238.0,131.0,本厂
2026_04,2026-01-18,SEA1/EF1E,500109-00406-10-03,SEA1前梁,个,1,30.0,60.0,60.0,60.0,60.0,60.0,60.0,390,376.0,96.0,本厂
2026_04,2026-01-18,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,,,,,1.0,1.0,160.0,162,,,本厂
2026_04,2026-01-18,C01,500109-00249-01-02,C01右边框,个,1,,80.0,80.0,80.0,80.0,80.0,80.0,480,555.0,116.0,本厂
2026_04,2026-01-18,C01,500109-00249-01-01,C01左边框,个,1,,60.0,60.0,60.0,60.0,60.0,60.0,360,530.0,147.0,本厂
2026_04,2026-01-18,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,,,,,,,,0,,,本厂
2026_04,2026-01-18,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,,,,,,,,0,,,本厂
2026_04,2026-01-18,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,,,,,,,,0,,,本厂
2026_04,2026-01-18,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,,,,,,,,0,,,本厂
2026_04,2026-01-18,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,140.0,260.0,260.0,260.0,260.0,260.0,1.0,1441,2096.0,145.0,本厂
2026_04,2026-01-18,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,,,,,1.0,1.0,1.0,3,118.0,3933.0,本厂
2026_04,2026-01-18,37KWH,500109-00515-01-06,37KWH前梁,个,1,150.0,270.0,270.0,270.0,270.0,270.0,1.0,1501,2803.0,187.0,本厂
2026_04,2026-01-18,025AC,10062035-0-11,025AC右边梁,个,1,,1.0,100.0,100.0,100.0,100.0,1.0,402,153.0,38.0,本厂
2026_04,2026-01-18,025AC,10062035-0-03,025AC左边梁,个,1,,1.0,100.0,100.0,100.0,100.0,1.0,402,372.0,93.0,本厂
2026_03,2026-01-11,小卡三代,500104-00518-01-03-C,小卡三代-前边框梁,个,1,,100.0,50.0,,,,,150,276.0,184.0,本厂
2026_03,2026-01-11,小卡三代,500104-00518-01-010-02-C,小卡三代-右边框,个,1,,90.0,90.0,90.0,90.0,90.0,90.0,540,322.0,60.0,本厂
2026_03,2026-01-11,小卡三代,500104-00518-01-010-01-C,小卡三代-左边框,个,1,,90.0,90.0,90.0,90.0,90.0,90.0,540,583.0,108.0,本厂
2026_03,2026-01-11,SEA1/EF1E,500604-00169-002,SEA1底护板-01(宽),个,1,,100.0,500.0,500.0,500.0,500.0,500.0,2600,2700.0,104.0,本厂
2026_03,2026-01-11,SEA1/EF1E,500604-00169-007,SEA1底护板-06(窄),个,1,,600.0,200.0,,,,,800,795.0,99.0,本厂
2026_03,2026-01-11,SEA1/EF1E,500109-00276/293-10-05,SEA1横梁(公用),个,1,,,,,,,,0,192.0,,本厂
2026_03,2026-01-11,SEA1/EF1E,500109-00276-10-01-11-R,SEA1两侧梁-右,个,1,,1.0,1.0,1.0,100.0,100.0,100.0,303,,,本厂
2026_03,2026-01-11,SEA1/EF1E,500109-00276-10-01-11-L,SEA1两侧梁-左,个,1,,1.0,1.0,1.0,100.0,100.0,100.0,303,,,本厂
2026_03,2026-01-11,SEA1/EF1E,500109-00364-10-07,SEA1前补强梁,个,1,,180.0,180.0,180.0,180.0,180.0,180.0,1080,1009.0,93.0,本厂
2026_03,2026-01-11,SEA1/EF1E,500109-00406-10-03,SEA1前梁,个,1,,55.0,55.0,55.0,55.0,55.0,55.0,330,325.0,98.0,本厂
2026_03,2026-01-11,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,,1.0,1.0,1.0,1.0,1.0,160.0,165,46.0,28.0,本厂
2026_03,2026-01-11,C01,500109-00249-01-02,C01右边框,个,1,,80.0,80.0,80.0,80.0,80.0,80.0,480,581.0,121.0,本厂
2026_03,2026-01-11,C01,500109-00249-01-01,C01左边框,个,1,,60.0,60.0,60.0,60.0,60.0,60.0,360,467.0,130.0,本厂
2026_03,2026-01-11,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,,200.0,1.0,1.0,,,,202,488.0,242.0,本厂
2026_03,2026-01-11,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,,200.0,1.0,1.0,,,,202,346.0,171.0,本厂
2026_03,2026-01-11,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,,170.0,1.0,1.0,,,,172,439.0,255.0,本厂
2026_03,2026-01-11,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,,170.0,1.0,1.0,,,,172,421.0,245.0,本厂
2026_03,2026-01-11,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,1939.0,32317.0,本厂
2026_03,2026-01-11,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,1670.0,27833.0,本厂
2026_03,2026-01-11,37KWH,500109-00515-01-06,37KWH前梁,个,1,,,,,1.0,1.0,1.0,3,618.0,20600.0,本厂
2026_02,2026-01-04,小卡三代,500104-00518-01-05-B,小卡三代-后膨胀梁,个,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,770,591.0,77.0,本厂
2026_02,2026-01-04,小卡三代,500104-00518-01-03-C,小卡三代-前边框梁,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,231.0,33.0,本厂
2026_02,2026-01-04,小卡三代,500104-00518-01-010-02-C,小卡三代-右边框,个,1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,630,665.0,106.0,本厂
2026_02,2026-01-04,小卡三代,500104-00518-01-010-01-C,小卡三代-左边框,个,1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,630,637.0,101.0,本厂
2026_02,2026-01-04,F3-56,500109-00677-01-02,F3-56-后梁01,个,1,,1.0,1.0,1.0,1.0,,,4,,,本厂
2026_02,2026-01-04,F3-56,500109-00677-01-10,F3-56-膨胀梁01,个,1,,1.0,1.0,1.0,1.0,,,4,80.0,2000.0,本厂
2026_02,2026-01-04,F3-56,500109-00677-01-01,F3-56-前梁01,个,1,,1.0,1.0,1.0,1.0,,,4,,,本厂
2026_02,2026-01-04,F3-56,500109-00677-01-09,F3-56-中部横梁,个,1,,1.0,1.0,1.0,1.0,,,4,,,本厂
2026_02,2026-01-04,F3-56,500109-00677-01-03,F3-56-左右边梁01,个,1,,1.0,1.0,1.0,1.0,,,4,89.0,2225.0,本厂
2026_02,2026-01-04,F3-56,500109-00677-01-04,F3-56-左右边梁02,个,1,,1.0,1.0,1.0,1.0,,,4,11.0,275.0,本厂
2026_02,2026-01-04,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,1113.0,99.0,本厂
2026_02,2026-01-04,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,407.0,39.0,本厂
2026_02,2026-01-04,C01,500109-00249-01-01,C01左边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,135.0,14.0,本厂
2026_02,2026-01-04,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,200.0,200.0,300.0,300.0,300.0,300.0,300.0,1900,2148.0,113.0,本厂
2026_02,2026-01-04,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,200.0,200.0,300.0,300.0,300.0,300.0,300.0,1900,1509.0,79.0,本厂
2026_02,2026-01-04,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,1100.0,92.0,本厂
2026_02,2026-01-04,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,1447.0,122.0,本厂
2026_02,2026-01-04,BP80,BP80-XC-02,BP80-后边框,个,1,1.0,1.0,1.0,1.0,,,,4,,,本厂
