年周,开始日期,项目/车型,产品编码,产品名称,单位,单车用量,星期日,星期一,星期二,星期三,星期四,星期五,星期六,计划量,完成量,完成率,属性
2025_45,2025-11-02,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,523.0,57.0,本厂
2025_45,2025-11-02,SD01-61,SD01-61KWH-B-XC-008,SD01前横梁,个,1,260.0,260.0,260.0,260.0,260.0,260.0,260.0,1820,,,本厂
2025_45,2025-11-02,SD01-61,SD01-61KWH-B-XC-003,SD01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,698.0,66.0,本厂
2025_45,2025-11-02,SD01-61,SD01-61KWH-B-XC-009,SD01中横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,662.0,59.0,本厂
2025_45,2025-11-02,SD01-61,SD01-61KWH-B-XC-007,SD01纵横梁,个,1,1.0,1.0,1.0,1.0,1.0,1.0,150.0,156,1376.0,882.0,本厂
2025_45,2025-11-02,SD01-61,SD01-61KWH-B-XC-002,SD01左边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,802.0,76.0,本厂
2025_45,2025-11-02,F3-CCB,5306020-RR01,F3-CCB,件,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,1070.0,55.0,
2025_45,2025-11-02,E12,500109-00582/583-01-03,E12海外版后边框,个,1,,,1.0,1.0,1.0,1.0,1.0,5,,,本厂
2025_45,2025-11-02,E12,500109-00381-01-02,E12前边框,个,1,,,1.0,1.0,1.0,1.0,1.0,5,,,本厂
2025_45,2025-11-02,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,17.0,2.0,本厂
2025_45,2025-11-02,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,1.0,1.0,752,226.0,30.0,本厂
2025_45,2025-11-02,C01,500109-00249-01-01,C01左边框,个,1,150.0,150.0,150.0,150.0,150.0,1.0,1.0,752,88.0,12.0,本厂
2025_45,2025-11-02,BX4,500109-00428-01-01-02-D,BX4右侧梁(两驱),个,1,300.0,300.0,300.0,200.0,200.0,200.0,200.0,1700,1551.0,91.0,本厂
2025_45,2025-11-02,BX4,500109-00428-01-13-02-C,BX4纵梁右(两驱),个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,1142.0,102.0,本厂
2025_45,2025-11-02,BX4,500109-00428-01-13-01-C,BX4纵梁左(两驱),个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,1146.0,102.0,本厂
2025_45,2025-11-02,BX4,500109-00427-01-01-01-D,BX4左侧梁,个,1,100.0,100.0,100.0,200.0,200.0,200.0,200.0,1100,745.0,68.0,本厂
2025_45,2025-11-02,BP76,BP76A-XC-08,BP76A-纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,815.0,42.0,本厂
2025_45,2025-11-02,BP76,BP76B-XC-02,BP76B-后边梁,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,473.0,48.0,本厂
2025_45,2025-11-02,BP76,BP76B-XC-04,BP76B-右边梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,270.0,19.0,本厂
2025_45,2025-11-02,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,759.0,39.0,本厂
2025_45,2025-11-02,BP62,BP62-XC-05-A,BP62横梁-A,个,1,350.0,350.0,350.0,350.0,350.0,350.0,350.0,2450,1151.0,47.0,本厂
2025_45,2025-11-02,BP62,BP62-XC-06-A,BP62中梁-A,个,1,290.0,290.0,290.0,290.0,290.0,290.0,290.0,2030,875.0,43.0,本厂
2025_45,2025-11-02,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,,,本厂
2025_45,2025-11-02,BP45,BP45B-XC-03,BP45（76）B左边梁,个,1,240.0,240.0,240.0,240.0,240.0,240.0,240.0,1680,770.0,46.0,本厂
2025_45,2025-11-02,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,3272.0,212.0,本厂
2025_45,2025-11-02,37KWH,500109-00515-01-07,37KWH膨胀梁,个,1,330.0,330.0,330.0,330.0,330.0,330.0,330.0,2310,3286.0,142.0,本厂
2025_45,2025-11-02,025AC,10062035-0-04-A,025AC后边梁,个,1,1.0,1.0,1.0,1.0,180.0,180.0,180.0,544,179.0,33.0,本厂
2025_45,2025-11-02,025AC,10062035-0-05,025AC前横梁,个,1,1.0,1.0,1.0,1.0,200.0,200.0,1.0,405,15.0,4.0,本厂
2025_45,2025-11-02,025AC,10062035-0-11,025AC右边梁,个,1,1.0,1.0,1.0,1.0,130.0,130.0,130.0,394,183.0,46.0,本厂
2025_45,2025-11-02,025AC,10062035-0-06,025AC中横梁,个,1,1.0,1.0,1.0,1.0,1.0,1.0,200.0,206,338.0,164.0,本厂
2025_45,2025-11-02,025AC,10062035-0-07,025AC纵梁,个,1,1.0,1.0,1.0,1.0,1.0,1.0,340.0,346,420.0,121.0,本厂
2025_45,2025-11-02,025AC,10062035-0-03,025AC左边梁,个,1,1.0,1.0,1.0,1.0,130.0,130.0,130.0,394,,,本厂
2025_44,2025-10-26,SD01-61,SD01-61KWH-B-XC-004,SD01后边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,1492.0,164.0,本厂
2025_44,2025-10-26,SD01-61,SD01-61KWH-B-XC-010,SD01后横梁,个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,,,本厂
2025_44,2025-10-26,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,162.0,18.0,本厂
2025_44,2025-10-26,SD01-61,SD01-61KWH-B-XC-008,SD01前横梁,个,1,260.0,260.0,260.0,260.0,260.0,260.0,260.0,1820,,,本厂
2025_44,2025-10-26,SD01-61,SD01-61KWH-B-XC-003,SD01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,603.0,57.0,本厂
2025_44,2025-10-26,SD01-61,SD01-61KWH-B-XC-009,SD01中横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,,,本厂
2025_44,2025-10-26,SD01-61,SD01-61KWH-B-XC-007,SD01纵横梁,个,1,1.0,1.0,1.0,1.0,1.0,1.0,150.0,156,,,本厂
2025_44,2025-10-26,SD01-61,SD01-61KWH-B-XC-002,SD01左边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,267.0,25.0,本厂
2025_44,2025-10-26,F3-CCB,5306020-RR01,F3-CCB,件,1,260.0,260.0,260.0,260.0,260.0,260.0,260.0,1820,1637.0,90.0,
2025_44,2025-10-26,F1L,500109-00634-01-01-02,F1L-两侧梁右,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,,,本厂
2025_44,2025-10-26,F1L,500109-00634-01-01-01,F1L-两侧梁左,个,1,240.0,240.0,240.0,240.0,240.0,240.0,240.0,1680,,,本厂
2025_44,2025-10-26,BX4,500109-00634-01-13-02,F1L-纵梁右,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,,,本厂
2025_44,2025-10-26,BX4,500109-00634-01-13-01,F1L-纵梁左,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,,,本厂
2025_44,2025-10-26,E12,500109-00582/583-01-03,E12海外版后边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,667.0,68.0,本厂
2025_44,2025-10-26,E12,500109-00381-01-05,E12横梁02(四驱）,个,1,1.0,,,,,,,1,,,本厂
2025_44,2025-10-26,E12,500109-00381-01-06,E12膨胀梁(四驱）,个,1,1.0,1.0,,,,,,2,,,本厂
2025_44,2025-10-26,E12,500109-00381-01-02,E12前边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,620.0,63.0,本厂
2025_44,2025-10-26,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,,,本厂
2025_44,2025-10-26,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,1273.0,121.0,本厂
2025_44,2025-10-26,C01,500109-00249-01-01,C01左边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,1102.0,105.0,本厂
2025_44,2025-10-26,BX4,500109-00427-01-01-01-D,BX4左侧梁,个,1,300.0,300.0,300.0,300.0,300.0,1.0,1.0,1502,1372.0,91.0,本厂
2025_44,2025-10-26,BP76,BP76A-XC-08,BP76A-纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,,,本厂
2025_44,2025-10-26,BP76,BP76B-XC-02,BP76B-后边梁,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,5.0,1.0,本厂
2025_44,2025-10-26,BP76,BP76B-XC-04,BP76B-右边梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,,,本厂
2025_44,2025-10-26,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,64.0,3.0,本厂
2025_44,2025-10-26,BP62,BP62-XC-05-A,BP62横梁-A,个,1,350.0,350.0,350.0,350.0,350.0,350.0,350.0,2450,796.0,32.0,本厂
2025_44,2025-10-26,BP62,BP62-XC-06-A,BP62中梁-A,个,1,290.0,290.0,290.0,290.0,290.0,290.0,290.0,2030,1562.0,77.0,本厂
2025_44,2025-10-26,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,,,本厂
2025_44,2025-10-26,BP45,BP45B-XC-03,BP45（76）B左边梁,个,1,240.0,240.0,240.0,240.0,240.0,240.0,240.0,1680,,,本厂
2025_44,2025-10-26,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,3216.0,209.0,本厂
2025_44,2025-10-26,37KWH,500109-00515-01-07,37KWH膨胀梁,个,1,330.0,330.0,330.0,330.0,330.0,330.0,330.0,2310,2660.0,115.0,本厂
2025_44,2025-10-26,025AC,10062035-0-11,025AC右边梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,627.0,69.0,本厂
2025_44,2025-10-26,025AC,10062035-0-03,025AC左边梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,667.0,73.0,本厂
2025_43,2025-10-19,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,1.0,1.0,1.0,1.0,1.0,1.0,11.0,17,,,本厂
2025_43,2025-10-19,F3-CCB,5306020-RR01,F3-CCB,件,1,420.0,420.0,420.0,420.0,420.0,420.0,420.0,2940,2002.0,68.0,
2025_43,2025-10-19,F1L,500109-00634-01-01-02,F1L-两侧梁右,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,,,本厂
2025_43,2025-10-19,F1L,500109-00634-01-01-01,F1L-两侧梁左,个,1,240.0,240.0,240.0,240.0,240.0,240.0,240.0,1680,,,本厂
2025_43,2025-10-19,BX4,500109-00634-01-13-02,F1L-纵梁右,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,580.0,52.0,本厂
2025_43,2025-10-19,BX4,500109-00634-01-13-01,F1L-纵梁左,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,536.0,48.0,本厂
2025_43,2025-10-19,E12,500109-00582/583-01-03,E12海外版后边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,849.0,87.0,本厂
2025_43,2025-10-19,E12,500109-00381-01-05,E12横梁02(四驱）,个,1,1.0,,,,,,,1,,,本厂
2025_43,2025-10-19,E12,500109-00381-01-06,E12膨胀梁(四驱）,个,1,1.0,1.0,,,,,,2,,,本厂
2025_43,2025-10-19,E12,500109-00381-01-02,E12前边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,420.0,43.0,本厂
2025_43,2025-10-19,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,,,本厂
2025_43,2025-10-19,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,850.0,81.0,本厂
2025_43,2025-10-19,C01,500109-00249-01-01,C01左边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,808.0,77.0,本厂
2025_43,2025-10-19,BP76,BP76A-XC-08,BP76A-纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,,,本厂
2025_43,2025-10-19,BP76,BP76B-XC-02,BP76B-后边梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,83.0,6.0,本厂
2025_43,2025-10-19,BP76,BP76B-XC-04,BP76B-右边梁,个,1,240.0,240.0,240.0,240.0,240.0,240.0,240.0,1680,720.0,43.0,本厂
2025_43,2025-10-19,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,,,本厂
2025_43,2025-10-19,BP62,BP62-XC-05-A,BP62横梁-A,个,1,290.0,290.0,290.0,290.0,290.0,290.0,290.0,2030,1003.0,49.0,本厂
2025_43,2025-10-19,BP62,BP62-XC-06-A,BP62中梁-A,个,1,290.0,290.0,290.0,290.0,290.0,290.0,290.0,2030,1830.0,90.0,本厂
2025_43,2025-10-19,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,,,本厂
2025_43,2025-10-19,BP45,BP45B-XC-03,BP45（76）B左边梁,个,1,240.0,240.0,240.0,240.0,240.0,240.0,240.0,1680,,,本厂
2025_43,2025-10-19,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,2063.0,134.0,本厂
2025_43,2025-10-19,37KWH,500109-00515-01-07,37KWH膨胀梁,个,1,330.0,330.0,330.0,330.0,330.0,330.0,330.0,2310,3737.0,162.0,本厂
2025_42,2025-10-12,SD01-61,SD01-61KWH-B-XC-004,SD01后边框,个,1,130.0,,,,,,130.0,260,,,本厂
2025_42,2025-10-12,SD01-61,SD01-61KWH-B-XC-010,SD01后横梁,个,1,210.0,,,,,,210.0,420,,,本厂
2025_42,2025-10-12,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,130.0,,,,,,130.0,260,,,本厂
2025_42,2025-10-12,SD01-61,SD01-61KWH-B-XC-008,SD01前横梁,个,1,255.0,,,,,,255.0,510,,,本厂
2025_42,2025-10-12,SD01-61,SD01-61KWH-B-XC-003,SD01右边框,个,1,150.0,,,,,,150.0,300,,,本厂
2025_42,2025-10-12,SD01-61,SD01-61KWH-B-XC-009,SD01中横梁,个,1,220.0,,,,,,220.0,440,,,本厂
2025_42,2025-10-12,SD01-61,SD01-61KWH-B-XC-007,SD01纵横梁,个,1,500.0,,,,,,,500,,,本厂
2025_42,2025-10-12,SD01-61,SD01-61KWH-B-XC-002,SD01左边框,个,1,150.0,,,,,,150.0,300,,,本厂
2025_42,2025-10-12,F3-CCB,5306020-RR01,F3-CCB,个,1,420.0,420.0,420.0,420.0,420.0,420.0,420.0,2940,2277.0,77.0,
2025_42,2025-10-12,E16,500110-00709-01-02,E16-横梁01,个,1,1.0,60.0,1.0,1.0,,,,63,,,本厂
2025_42,2025-10-12,E16,500110-00709-01-03,E16-横梁02,个,1,1.0,60.0,1.0,1.0,,,,63,,,本厂
2025_42,2025-10-12,E16,500110-00709-01-05,E16-两侧梁01,个,1,1.0,1.0,60.0,1.0,,,,63,,,本厂
2025_42,2025-10-12,E16,500110-00709-01-07,E16-两侧梁02,个,1,1.0,1.0,60.0,1.0,,,,63,,,本厂
2025_42,2025-10-12,E16,500110-00709-01-04,E16-前梁01,个,1,1.0,1.0,1.0,60.0,,,,63,,,本厂
2025_42,2025-10-12,E12,500109-00582/583-01-03,E12-海外版后边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,890.0,91.0,本厂
2025_42,2025-10-12,E12,500109-00381-01-05,E12横梁02(四驱）,个,1,1.0,,,,,,,1,497.0,49700.0,本厂
2025_42,2025-10-12,E12,500109-00381-01-06,E12膨胀梁(四驱）,个,1,1.0,1.0,,,,,,2,445.0,22250.0,本厂
2025_42,2025-10-12,E12,500109-00381-01-02,E12前边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,588.0,60.0,本厂
2025_42,2025-10-12,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,2.0,0.0,本厂
2025_42,2025-10-12,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,1273.0,121.0,本厂
2025_42,2025-10-12,C01,500109-00249-01-01,C01左边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,1063.0,101.0,本厂
2025_42,2025-10-12,BX4,500109-00428-01-13-02-C,BX4纵梁右(两驱),个,1,1.0,150.0,150.0,150.0,150.0,150.0,150.0,901,1017.0,113.0,本厂
2025_42,2025-10-12,BX4,500109-00428-01-13-01-C,BX4纵梁左(两驱),个,1,1.0,150.0,150.0,150.0,150.0,150.0,150.0,901,816.0,91.0,本厂
2025_42,2025-10-12,BX4,500109-00427-01-01-01-D,BX4左侧梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,255.0,30.0,本厂
2025_42,2025-10-12,BP76,BP76A-XC-08,BP76A-纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,352.0,18.0,本厂
2025_42,2025-10-12,BP76,BP76B-XC-02,BP76B-后边梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,919.0,63.0,本厂
2025_42,2025-10-12,BP76,BP76B-XC-04,BP76B-右边梁,个,1,240.0,240.0,240.0,240.0,240.0,240.0,240.0,1680,1138.0,68.0,本厂
2025_42,2025-10-12,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,1107.0,56.0,本厂
2025_42,2025-10-12,BP62,BP62-XC-05-A,BP62横梁-A,个,1,290.0,290.0,290.0,290.0,290.0,290.0,290.0,2030,1621.0,80.0,本厂
2025_42,2025-10-12,BP62,BP62-XC-06-A,BP62中梁-A,个,1,290.0,290.0,290.0,290.0,290.0,290.0,290.0,2030,90.0,4.0,本厂
2025_42,2025-10-12,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,804.0,38.0,本厂
2025_42,2025-10-12,BP45,BP45B-XC-03,BP45（76）B左边梁,个,1,240.0,240.0,240.0,240.0,240.0,240.0,240.0,1680,1517.0,90.0,本厂
2025_42,2025-10-12,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,3185.0,207.0,本厂
2025_42,2025-10-12,37KWH,500109-00515-01-07,37KWH膨胀梁,个,1,330.0,330.0,330.0,330.0,330.0,330.0,330.0,2310,2186.0,95.0,本厂
2025_41,2025-10-05,面板,421,421后面板,个,1,40.0,40.0,1.0,1.0,1.0,,,83,245.0,295.0,本厂
2025_41,2025-10-05,面板,445,445后面板,个,1,1.0,1.0,1.0,1.0,,,,4,238.0,5950.0,本厂
2025_41,2025-10-05,SD01-61,SD01-61KWH-B-XC-004,SD01后边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,10.0,1.0,本厂
2025_41,2025-10-05,SD01-61,SD01-61KWH-B-XC-010,SD01后横梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,,,本厂
2025_41,2025-10-05,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,10.0,1.0,本厂
2025_41,2025-10-05,SD01-61,SD01-61KWH-B-XC-008,SD01前横梁,个,1,255.0,255.0,255.0,255.0,255.0,255.0,255.0,1785,,,本厂
2025_41,2025-10-05,SD01-61,SD01-61KWH-B-XC-003,SD01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,7.0,1.0,本厂
2025_41,2025-10-05,SD01-61,SD01-61KWH-B-XC-009,SD01中横梁,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,281.0,18.0,本厂
2025_41,2025-10-05,SD01-61,SD01-61KWH-B-XC-007,SD01纵横梁,个,1,500.0,500.0,500.0,1.0,1.0,1.0,,1503,,,本厂
2025_41,2025-10-05,SD01-61,SD01-61KWH-B-XC-002,SD01左边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,8.0,1.0,本厂
2025_41,2025-10-05,F3-CCB,5306020-RR01,F3-CCB,个,1,137.0,137.0,137.0,137.0,137.0,137.0,137.0,959,1819.0,190.0,
2025_41,2025-10-05,E16,500110-00709-01-02,E16-横梁01,个,1,1.0,60.0,1.0,1.0,,,,63,80.0,127.0,本厂
2025_41,2025-10-05,E16,500110-00709-01-03,E16-横梁02,个,1,1.0,60.0,1.0,1.0,,,,63,82.0,130.0,本厂
2025_41,2025-10-05,E16,500110-00709-01-05,E16-两侧梁01,个,1,1.0,1.0,60.0,1.0,,,,63,73.0,116.0,本厂
2025_41,2025-10-05,E16,500110-00709-01-07,E16-两侧梁02,个,1,1.0,1.0,60.0,1.0,,,,63,69.0,110.0,本厂
2025_41,2025-10-05,E16,500110-00709-01-04,E16-前梁01,个,1,1.0,1.0,1.0,60.0,,,,63,62.0,98.0,本厂
2025_41,2025-10-05,E15,500109-00521-01-07,E15后膨胀梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,674.0,74.0,东泽
2025_41,2025-10-05,E15,500109-00534-01-03,E15前梁（两驱）,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,492.0,47.0,东泽
2025_41,2025-10-05,E15,500109-00521-01-06,E15前膨胀梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,836.0,60.0,东泽
2025_41,2025-10-05,E15,500109-00521-01-05,E15中部挂载梁,个,1,190.0,190.0,190.0,190.0,190.0,190.0,190.0,1330,326.0,25.0,本厂
2025_41,2025-10-05,E15,500109-00521-01-08,E15中部横梁,个,1,1.0,1.0,1.0,1.0,320.0,320.0,320.0,964,,,本厂
2025_41,2025-10-05,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,107.0,10.0,本厂
2025_41,2025-10-05,C01,500109-00249-01-02,C01右边框,个,1,270.0,270.0,270.0,270.0,270.0,270.0,270.0,1890,1482.0,78.0,本厂
2025_41,2025-10-05,C01,500109-00249-01-01,C01左边框,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,1545.0,79.0,本厂
2025_41,2025-10-05,BP76,BP76A-XC-08,BP76A-纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,1786.0,91.0,本厂
2025_41,2025-10-05,BP76,BP76B-XC-02,BP76B-后边梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,584.0,40.0,本厂
2025_41,2025-10-05,BP76,BP76B-XC-04,BP76B-右边梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,188.0,13.0,本厂
2025_41,2025-10-05,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,730.0,37.0,本厂
2025_41,2025-10-05,BP62,BP62-XC-05-A,BP62横梁-A,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,611.0,44.0,本厂
2025_41,2025-10-05,BP62,BP62-XC-06-A,BP62中梁-A,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,750.0,54.0,本厂
2025_41,2025-10-05,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,553.0,26.0,本厂
2025_41,2025-10-05,BP45,BP45B-XC-03,BP45（76）B左边梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,417.0,21.0,本厂
2025_41,2025-10-05,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,2490.0,162.0,本厂
2025_41,2025-10-05,37KWH,500109-00515-01-07,37KWH膨胀梁,个,1,330.0,330.0,330.0,330.0,330.0,330.0,330.0,2310,397.0,17.0,本厂
2025_40,2025-09-28,面板,421,421后面板,个,1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,280,144.0,51.0,本厂
2025_40,2025-09-28,面板,445,445后面板,个,1,,,,,1.0,1.0,1.0,3,,,本厂
2025_40,2025-09-28,SD01-61,SD01-61KWH-B-XC-004,SD01后边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,,,本厂
2025_40,2025-09-28,SD01-61,SD01-61KWH-B-XC-010,SD01后横梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,,,本厂
2025_40,2025-09-28,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,,,本厂
2025_40,2025-09-28,SD01-61,SD01-61KWH-B-XC-008,SD01前横梁,个,1,255.0,255.0,255.0,255.0,255.0,255.0,255.0,1785,,,本厂
2025_40,2025-09-28,SD01-61,SD01-61KWH-B-XC-003,SD01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,,,本厂
2025_40,2025-09-28,SD01-61,SD01-61KWH-B-XC-009,SD01中横梁,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,,,本厂
2025_40,2025-09-28,SD01-61,SD01-61KWH-B-XC-007,SD01纵横梁,个,1,500.0,500.0,500.0,1.0,1.0,1.0,,1503,,,本厂
2025_40,2025-09-28,SD01-61,SD01-61KWH-B-XC-002,SD01左边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,,,本厂
2025_40,2025-09-28,E15,500109-00534-01-03,E15前梁（两驱）,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,249.0,24.0,东泽
2025_40,2025-09-28,E15,500109-00521-01-06,E15前膨胀梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,,,东泽
2025_40,2025-09-28,E15,500109-00521-01-05,E15中部挂载梁,个,1,190.0,190.0,190.0,190.0,190.0,190.0,190.0,1330,21.0,2.0,本厂
2025_40,2025-09-28,E15,500109-00521-01-08,E15中部横梁,个,1,1.0,1.0,1.0,1.0,320.0,320.0,320.0,964,564.0,59.0,本厂
2025_40,2025-09-28,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,534.0,38.0,本厂
2025_40,2025-09-28,C01,500109-00249-01-02,C01右边框,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,931.0,44.0,本厂
2025_40,2025-09-28,C01,500109-00249-01-01,C01左边框,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,1241.0,59.0,本厂
2025_40,2025-09-28,BP76,BP76A-XC-08,BP76A-纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,,,本厂
